date,item,value,value2
2005-12-31,infl,0.4,1.3795818130561244
2005-12-31,unemp,4.9,-0.0459838496128161
2006-03-31,realgdp,12915.938,-2.046264865380875
2006-03-31,infl,2.6,2.7259493081896857
2006-03-31,unemp,4.7,0.2043014259418523
2006-06-30,realgdp,12962.462,1.4423023302646307
2006-06-30,infl,3.97,0.4983797145091566
2006-06-30,unemp,4.7,-1.08499184857345
2006-09-30,realgdp,12965.916,0.4901747205213851
2006-09-30,infl,-1.58,-1.0381663159747143
2006-09-30,unemp,4.7,-1.1142585749461702
2006-12-31,realgdp,13060.678999999998,0.126145982208123
2006-12-31,infl,3.3,-0.6948891487410438
2006-12-31,unemp,4.4,-0.5941904219019398
2007-03-31,realgdp,13099.901000000002,1.3116514703735491
2007-03-31,infl,4.58,-1.0901857158460648
2007-03-31,unemp,4.5,-0.4058230598672654
2007-06-30,realgdp,13203.977,-0.3777690656924559
2007-06-30,infl,2.75,0.7782674208002048
2007-06-30,unemp,4.5,-0.8712396462852713
2007-09-30,realgdp,13321.109,-0.4378091447914106
2007-09-30,infl,3.45,0.1169003930894466
2007-09-30,unemp,4.7,-0.5996743539744054
2007-12-31,realgdp,13391.249,-1.4340841882990096
2007-12-31,infl,6.38,2.4199970824607737
2007-12-31,unemp,4.8,0.7675208821443359
2008-03-31,realgdp,13366.865,0.6381340091379205
2008-03-31,infl,2.82,-2.8981715596337887
2008-03-31,unemp,4.9,1.0895519175649542
2008-06-30,realgdp,13415.266,0.1435337140756236
2008-06-30,infl,8.53,-0.6553359702925654
2008-06-30,unemp,5.4,0.7836577018360418
2008-09-30,realgdp,13324.6,-0.4362896452458332
2008-09-30,infl,-3.16,0.9651393381219074
2008-09-30,unemp,6.0,0.0823473109116108
2008-12-31,realgdp,13141.92,-1.2370392171272546
2008-12-31,infl,-8.79,1.3864196648003146
2008-12-31,unemp,6.9,0.5433302463650955
2009-03-31,realgdp,12925.41,-0.3248110404956314
2009-03-31,infl,0.94,0.9268572514142708
2009-03-31,unemp,8.1,-1.6971892304769178
2009-06-30,realgdp,12901.504,-0.4359983732414076
2009-06-30,infl,3.37,-0.2203037804128321
2009-06-30,unemp,9.2,-0.2373632754671431
2009-09-30,realgdp,12990.341,1.767866229061763
2009-09-30,infl,3.56,-0.7735092002713998
2009-09-30,unemp,9.6,-2.5126808740355853
